Phrase,Count
PIML,1
Physics-Informed Machine Learning,1
NLP in healthcare.,1
developing AI ML models,1
creatively.,1
WAF,1
CLI,1
Linux Shell,1
GCP equivalents,1
C++ programming language.,1
DLP,1
data loss prevention,1
RASP,1
runtime application self-protection,1
bot mitigation,1
DDoS protection,1
web application firewall,1
Tkinter,1
mitigation strategies,1
ML security,1
regulatory compliance standards,1
ML development.,1
software deployment across different platforms,1
APIs for stock data,1
GUI frameworks,1
Yahoo Finance API,1
Alpha Vantage API,1
PyQt,1
written verbal,1
repository hosting systems,1
version control systems,1
dataBS engine development,1
scientific data management,1
code analysis,1
math expertise,1
multimodal data handling,1
image analysis,1
language processing,1
applications of large AI models,1
engineering large AI models,1
designing large AI models,1
Monte Carlo methods,1
Actor-critic methods,1
Policy gradients,1
Q-learning,1
recurrent neural networks,1
Convolutional NN,1
deep learning architectures for RL,1
RLlib,1
Ray,1
TensorFlow Agents,1
RL libraries,1
data compression algorithms.,1
networking protocols,1
computational complexity,1
problem-solving.,1
Robotic Automation,1
IoT,1
solution development.,1
inclusive mindset,1
diverse thinking,1
console platform,1
sports game genre,1
simulation game genre,1
quality assurance expertise,1
Game development,1
decision-making under pressure,1
manage multiple tasks,1
BS Management,1
project contribution,1
AR,1
dynamic work environment,1
fast-paced,1
multi-team collaboration,1
global industries disruption,1
autopilot activation,1
task automation,1
outcome prediction,1
data checks,1
no code AI automation studio design,1
VR,1
processor architecture,1
compiler optimization,1
physical well-being support,1
interpreter design,1
FSA certification,1
ASA,1
Graduate quantitative,1
AI model assessment,1
Orchestration tools,1
Containerization technologies,1
Analysis,1
MS PhD AI,1
MS PhD Data Science,1
Open AI APIs,1
other models,1
the various versions of GPTs,1
Webstacks,1
SQLNeo 4J,1
General DataBS structure,1
working on AI-related projects.,1
conducting independent research,1
No-SQL dataBS engines,1
reinforcement learnin,1
energy sector challenges,1
power systems,1
work collaboratively in a team environment,1
enrolled in a degree program from a college,1
end-to-end statistical model development,1
programming for models,1
work as part of team,1
scalable distributed systems,1
multi-core optimization,1
multi-threaded development,1
SIMD,1
GPGPU development,1
garbage collection,1
memory allocation,1
cache optimization,1
numerical computing practices,1
edit distance,1
pattern matching algorithms,1
infrastructure engineering,1
collaborate with members,1
infrastructure management tools,1
lead customer conversations,1
large enterprises,1
On-call support .,1
ML models in production,1
MS BS,1
broader financial services,1
insurance,1
deployment platforms,1
Statistical Machine Learning,1
competitive benefits management,1
emotional well-being support,1
Assembly,1
datasets management,1
establish processes,1
capacity to build a team,1
address potential risks,1
access,1
training ML models,1
experiment leadership,1
analytical requirements design,1
failure mode identification,1
fairness in AI systems,1
LLM Safety,1
advanced programming,1
mitigation of risks,1
BS statistics,1
machine learning to solve problems in responsible AI,1
PhD mathematics,1
PhD engineering,1
PhD statistics,1
trustworthiness.,1
autonomous driving,1
exploration,1
uncertainty estimation,1
PHD Mathematics,1
machine learning publications,1
accessing,1
addressing potential biases,1
failure modes,1
diverse s,1
application security testing,1
Poisoning attacks,1
Model Evasion Extraction Inversion,1
attacking AI systems,1
developing offensive tooling,1
developing software used within enterprise environments,1
offensive use of large language models,1
offensive use of generative AI,1
customer trust,1
career growth opportunities,1
Earn Trust,1
translation of product needs into analytical requirements,1
Earn Trust with development teams,1
GRPC for integrating with platform,1
sklearn etc,1
AI technology to security domain,1
patient data,1
Handling noisy real world medical,1
Creating production environment data analytics,1
Algorithmic Foundations of Optimization,1
Natural Language Understanding,1
lead experiments,1
LLM research,1
large AI models,1
financial planning,1
complex experiment execution,1
media & entertainment industries,1
AEC,1
the design,1
contribute to annotation tools when appropriate,1
debug,1
collaborate with diverse teams,1
Experimental design with human subjects,1
Apache Spark,1
managing data labeling operations,1
data-efficient ML,1
AI Research background,1
managing budget allocations for big-scale annotations,1
3rd party,1
either in-house,1
managing human resources for the annotation efforts,1
software instrumentations for annotation the occur,1
managing internal tool-chains,1
coordinating,1
managing cross team data curation efforts,1
solving technical challenges,1
10^6+ data points,1
creating & curating large-scale datasets,1
managing data collection projects for industry-scale AI model training,1
Autodesk,1
similar products,1
CAD,1
educational technologies,1
software writing,1
Work authorization,1
VectorDBs.,1
Applied Mathematics,1
M.S.,1
business understanding.,1
requirement definition,1
collaboration with customers,1
AI model design,1
assessment technologies,1
research development,1
CAE,1
processes for domains even beyond core expertise,1
reasoning about systems,1
edge cases,1
pivot quickly when faced with changing research requirements,1
deeply curious mind,1
Action-oriented,1
nondeterministic labels,1
data labeling operations for dynamic,1
data types,1
CAM,1
on-call support,1
communication written verbal,1
optimization.,1
pace,1
adapt well to change,1
dynamic environment,1
Excitement about a fast-paced,1
communicating complex financial information to non-finance audiences,1
Comfort working cross-functionally,1
critical thinking abilities to navigate complex financial challenges,1
Extraordinary problem-solving,1
Exceptional analytical,1
usage based revenue models,1
working with both subscription based,1
enterprise sales,1
Deep with SaaS business models,1
management roles,1
A minimum of 5+ years in leadership,1
marketing leaders,1
influencing with CXO sales,1
direct partnering,1
investment banking,1
consulting,1
venture capital,1
growth equity,1
private equity,1
marketing finance,1
Possess a bias toward action,1
design customized staffing plans,1
preferably in high-growth technology companies,1
partnering with recruiters,1
AI Machine Learning,1
File systems,1
Storage systems,1
underlying data layer,1
PYtorch,1
Big data,1
problem-solving Deep Learning model optimization,1
graph infused learning,1
time series anomaly detection,1
multi-modal foundation models for science,1
trust evaluation of Large Language Models,1
advanced RAG data agents for generative AI,1
optimize data for AI pipelines,1
intelligence to select prioritize,1
pipeline optimization,1
metadata tracking at scale,1
data layer development for AI platforms,1
Meta-data,1
DataOps,1
candidate management.,1
design expertise,1
creative sourcing strategies,1
hiring managers,1
sales finance,1
12+ years of across strategic finance,1
in a work trial,1
past work,1
industry trends,1
excellence,1
Continuous Improvement,1
sourcing programs for hard-to-fill roles.,1
Scaling recruiting functions through multiple stages of company growth.,1
talent analytics.,1
recruiting operations,1
other technical products.,1
ML companies,1
recruiting for AI,1
business acumen connecting recruiting strategy to business objectives.,1
Thinking strategically about long-term talent needs while executing tactically in a fast-paced environment.,1
creating a culture of excellence.,1
Developing recruiting team members,1
influencing without authority.,1
relationships with senior stakeholders,1
demonstrate impact.,1
analytics to drive recruiting strategy,1
Using data,1
inclusive teams.,1
diverse equitable,1
teams.,1
establishing processes systems,1
BS practices in healthcare data analytics,1
Advanced Computer Science,1
Machine Learning related s,1
Relentless work ethic,1
Succession planning guidance.,1
Business needs assessment,1
Client interaction,1
Technology expertise,1
AI understanding,1
Deal negotiation,1
QoE evaluation,1
Financial analysis,1
Ownership mentality,1
Resourcefulness,1
Leadership abilities,1
Broad NLP background solving problems around Search,1
Strategic thinking abilities,1
especially LLMs,1
foundation in ML techniques,1
regulated industry,1
information verification,1
LLM applications in fact-checking,1
Transitioning AI products from research to production,1
Large-scale algorithm deployment,1
rolling up your sleeves to code,1
hallucinations,1
Deep Learning algorithms,1
with Python,1
problem-solving research,1
governance frameworks for AI systems,1
policy considerations,1
decision-making processes,1
anti-bias strategies,1
CISA certification,1
CISM,1
IEC,1
Threat modeling,1
Cloud security,1
In-depth implementing security solutionsphishing management,1
Qualys for vulnerability management,1
Open VAS,1
with Nessus,1
command line on Linux,1
Computer Engineering similar subject,1
BS Cyber Security,1
security credentials,1
CRISC certification,1
CISM certification,1
CISSP certification,1
mitigation of risks associated with AI models,1
external standards,1
internal standards,1
transparency in AI,1
fairness in AI,1
critical assessment of AI applications,1
mitigation of bias.,1
data processing,1
background application security technologies,1
last year MBA student,1
degree in engineering,1
analyse industry trends,1
continuously monitor,1
fuel transaction data .,1
telematics,1
learn quickly,1
ML frameworks like OpenAI,1
Dataiku,1
machine learning techniques,1
Advanced degree,1
motivated self-starter,1
conceptual thinking,1
written communications,1
DoD Secret clearance,1
AI risks,1
Trust in AI,1
Usability of AI systems,1
human-AI interaction topics,1
advanced degree,1
articulating challenging technical concepts to expert audiences,1
ethical use of AI,1
adversarial attacks,1
storage systems,1
AWS cloud computing platforms,1
frontend technologies,1
full stack web development,1
visual analytics,1
procedures.,1
compliance with HR policies,1
employee record maintenance,1
coordinating new hire activities,1
preparing orientation materials,1
onboarding process support,1
scheduling interviews,1
screening resumes,1
posting job ads,1
recruitment process management,1
with various aspects of human resources,1
enthusiastic,1
motivated,1
carry out leadership research as shown by papers published in top-tier conferences,1
frame,1
generate,1
Research in AI for Science,1
underlying data layerLarge Language Models,1
Deep Learning model optimizationbig data,1
file systems,1
backend technologies,1
Foundation Model AI tooling,1
model distillation.,1
Propose evidence-based approaches for improving the quality,1
Google Bigtable databases,1
Matplotlib data analysis libraries,1
OpenCV,1
PySpark,1
Urban Systems,1
Pursuing Artificial Intelligence,1
decision-making across departments,1
graphs to facilitate information sharing,1
Build semantic network,1
ALGORITHM,1
Design a data-driven service impact analysis instrument to measure effectiveness of specific services,1
Conduct AI model research,1
related to AI implementation,1
to track key performance indicators,1
Create monitoring dashboard,1
negative effects of AI adoption,1
Formulate a comprehensive AI impact analysis model that assesses both positive,1
departments within the organization,1
Identify data requirements across various services,1
Contribute to establishing an effective AI governance framework for the Secretariat,1
Conduct research on AI governance trends to inform Secretariat’s policies,1
Keep team abreast with latest developments in AI models,1
scaling recruiting functions from the ground up,1
G&A recruiting teams,1
automation strategies,1
evaluating public policies,1
funders,1
government officials,1
representing Mozilla with external partners,1
influencing global Trustworthy AI policy agenda,1
ongoing engagement with influential collaborators,1
briefings,1
Arranging meetings,1
patents.,1
R&D publications,1
quantitative reservoir characterization,1
seismic inversion,1
rock physics,1
geophysics,1
reservoir engineering,1
geology,1
Collaboration with multi-disciplinary teams,1
Generative AI for Industry 5.0,1
opportunity identification.,1
risk anticipation,1
shared accountability culture fostering,1
team building,1
tool evolution,1
adapttechnological changes,1
formulating,1
proposals,1
10+ years of recruiting with at least 3 years leading corp functions,1
maintaining detailed global issues related to Trustworthy AI,1
learn on the job,1
influence leaders at all levels,1
establish credibility,1
build relationships,1
analyze data sets related to discipline,1
Basic state government structure,1
Basic state policies,1
networking.,1
VM creation,1
Cloud Storage lifecycle management,1
Compute Engine,1
GCP Fundamentals,1
Node.js programming language,1
blending expertise with empathy,1
working with stakeholders to support adoption,1
storytelling about how use cases connect to business outcomes,1
operating them in production environments with actual usage,1
data are just the startAI applications,1
realize code,1
computer vision natural language processing,1
expertise with leading technologies for applications powered by machine learning,1
advising on philanthropic investments programs,1
reviewing updating materials program plans relevant to public policy debates,1
scalability expertise,1
process design,1
proactive change management,1
Collaboration across business functions,1
PyTorch for developing AI modelsgenerative AI techniques,1
Databricks.,1
Azure Blob Storage,1
deploying AI solutions in cloud environmentsdata sources used for GenAI ingestion like Sharepoint Online,1
with AI frameworks,1
deploying generative AI models,1
integration containerization,1
model evaluation techniques,1
deep learning architectures,1
serving,1
high-throughput low-latency systems,1
content classification systems,1
data privacy requirements,1
security BS practices,1
ML model deployment,1
API services,1
backend frameworks,1
frameworks.,1
firmware environments,1
iOS,1
testing in Windows,1
software development life cycles,1
Agile methodologies,1
implement scalable,1
efficient AI systems,1
Advanced natural language processing for text generation tasks,1
managing CI,1
frameworkscloud-based AI platforms,1
AI infrastructure,1
ML-related implementations,1
Proven in Generative AI platform development,1
similar.,1
BS scripting automation tools like Jenkins,1
Python scripting,1
DVC,1
version control systems like MLflow,1
CD pipelines for AI,1
automation of operational processes,1
image generation using AI,1
AIOps tools,1
similar technologies,1
Weaviate,1
Vector Databases,1
ML engineering,1
DevOps engineering,1
optimization techniquesdeploying AI models into production environments.,1
neural network architectures,1
feature engineering for AI model training,1
in data preprocessing,1
adapt quickly to changing circumstances,1
state government structure,1
Basic the mission,1
leading teams across various departments,1
MRM,1
fintech industry,1
ML practices,1
regulated environment with SR 11-7 guidance for Model Risk Management,1
scripting tasks to automate them,1
PyData dev work,1
oversight insights creation.,1
stewardship program design,1
data culture development,1
talent management,1
program effectiveness measurement,1
strategic planning,1
controls monitoring,1
risk tracking,1
assessments,1
Governance operations,1
platforms for adoption.,1
evaluating potential tools,1
staying informed about latest advancements in AI,1
data excellence,1
solution architecting,1
subject matter expertise,1
communication of AI strategy,1
Model Risk Management,1
principles,1
emerging trends in AI regulation,1
Data strategy,1
action plan development from complex insights,1
cross-functional influence,1
team mentoring,1
growth driving,1
business goal alignment,1
advanced modeling techniques,1
innovation pipeline creation,1
high-quality data,1
industry BS practices,1
responsibility,1
benefits package management.,1
ML research.,1
parental leave policy administration,1
equity understanding,1
competitive salary negotiation,1
learning approach with “growth mindset”,1
flexible work hours management,1
impact creation,1
responsible AI vision,1
OCC’s guidance for Model Risk Management,1
scripting tasks to automate themregulated environment preferably SR 11-7,1
data science with PyData dev work,1
strategic vision development,1
the innovate under pressure.,1
role of INDOT,1
adaptability agility,1
business development to align the client’s business needs with the solutionsuccessful partner engagement,1
Expertise using consultative solution selling,1
self-learner with initiative,1
Passionate self-starter,1
C-level,1
including executive,1
effectively at all levels of the organization,1
influence credibly,1
high speed interconnect,1
storage,1
accelerators,1
CPU,1
HPC cluster design,1
Designing AI solutions,1
FPGA accelerators,1
Expertise around GPU,1
Expertise of AI frameworks,1
solutions with a sales AI,1
big-ticket products,1
selling high tech,1
equivalent in Engineering,1
higher in a technical,1
Bachelor of Science,1
closing,1
collaboration with internal teams,1
vendors,1
working on multidisciplinary hardware development projects,1
SolidWorks NX CATIA,1
assembling circuit boardsCAD tools,1
wiring harnesses,1
Altium KiCAD Eagle,1
layout tools,1
being kind to othersPCB schematic,1
others to high standards,1
record of working hard being a trustworthy teammate holding yourself,1
exceptional results,1
history of showing ownership of project outcomes,1
maintaining engineered systems,1
delivery partners.,1
Proven ability managing projects end-to-end from understanding documenting business requirements implementation technical solutions.,1
data privacy ensuring responsible AI design,1
Committed to ethical AI,1
automation tools with integrating AI models into existing systems,1
effectively within tight deadlines,1
Manages multiple projects independently,1
Self-driven,1
Leads cross-disciplinary teams,1
evolving business demands,1
Adapts to changes in environment,1
API protection BOT protection,1
next-generation Web Application Firewalls,1
NG-WAF,1
market trends analysis,1
script writing,1
CloudFormation,1
TerraForm,1
configuration management technologies,1
lambda,1
ECS,1
tools into production environments,1
deploying apps,1
cloud applications expertise,1
5+ years on an engineering team,1
data classification tools,1
Data Model DQ,1
Erwin,1
Physical,1
Logical,1
Alation,1
Erwin DI,1
Collibra,1
Architecture,1
Relational DataBS Technology,1
Big Data,1
Business Intelligence,1
stakeholder needs,1
infrastructure security.,1
product development decision-making,1
Python Java,1
3+ years Product Management preferably for a SaaS company,1
algorithm implementation,1
statistical background,1
customer interaction,1
user behavior analysis,1
responsible AI development,1
AI product methodologies,1
growth frameworks,1
ML systems is a plus.,1
localization services,1
General translation and,1
ML systems preferred,1
production processesAI,1
engineering and,1
History of innovation in developing new technical,1
diverse information,1
synthesize,1
organize,1
gather,1
empathy when learning about users,1
non-technical internal stakeholder discussions,1
engaging communication across customer-facing interactions,1
Concise,1
writing with create user stories,1
AI governance standards,1
Relational dataBS familiarization,1
Healthcare Industry,1
DataBS Administration,1
unlearning,1
memorization,1
harms modeling,1
accuracy measurements,1
bias assessments,1
explainability fairness in generative AI.,1
risk mitigations,1
Research on responsible generative AI challenges,1
Resource coordination from other groups,1
Product requirements definition,1
Technical environment with cross-functional team,1
Multi-stakeholder approach,1
developing cutting-edge AI ethics technology,1
innovation.,1
bridge gap between research,1
product mindset,1
with Python PyTorch,1
deep technical NLP,1
Proven research record,1
vulnerabilities.,1
identifying emerging threats,1
storytelling with data,1
leading a team,1
AI model trust,1
safety.,1
large language model technology,1
providing legal guidance in visible situations,1
Data Warehousing,1
MS Management Information Systems,1
closely related discipline,1
Management Information Systems,1
Healthcare Informatics,1
Data Processing,1
BS Computer Systems Analysis,1
practical legal analysis advice,1
strategic business issues,1
identifying complex legal,1
complex legal concepts.,1
machine translation,1
identifying complex legal strategic business issues practical legal analysis advice,1
providing legal guidance visible situations,1
team leading.,1
developing human language technology components,1
state-of-the-art machine learning techniques,1
identity matching,1
cross-language information retrieval,1
automatic BS population,1
information extraction,1
speech processing,1
trustworthiness of AI systems,1
white box AI systems,1
black box AI systems,1
Machine learning expertise,1
Deep research domain in LLM safety techniques,1
bias-free AI use,1
ethics guidelines for fair,1
optimization of state-of-the-art models,1
patenting novel technologies,1
INTERSPEECH,1
publication of top-tier papers,1
leading ML research teams,1
dialogue management,1
speech recognition,1
conversational AI development,1
Linguistics,1
flexibility.,1
comfortability with leading end-to-end projects,1
implementing multiple different types of LLM models,1
extensive in designing,1
Deep domain in LLM safety techniques,1
NLP.,1
Research advancements in machine learning,1
Fine-tuning,1
Software implementation,1
Methodology design,1
Algorithm development,1
extensive research in aligning,1
attacking multiple different types of LLM models,1
lead end-to-end projects,1
in neural network programming,1
quantization,1
model compression,1
theoretical machine learning,1
fast math libraries,1
mathematical operations in linear algebra,1
XLA,1
TVM,1
GCC,1
LLVM,1
compiler frameworks,1
TFLite,1
comfort with generating high quality synthetic data,1
machine learning frameworks like TensorFlow,1
LSTMsdeep learning,1
deep neural networks,1
electrical engineering related,1
degree program in computer engineering,1
critical-thinking,1
reproducible algorithms.,1
generalizable,1
conducting rigorous benchmarking,1
training Large Language Models,1
Large-scale dataset management,1
Understanding mechanisms for safe AI systems,1
research methodologies,1
ML infrastructure,1
activities,1
related events,1
relationships between entities,1
key members,1
organization hierarchy,1
open-source data extraction,1
link analysis generation,1
ML employment,1
data provenance,1
completeness,1
KG evaluation accuracy,1
adherence to BS practices,1
taxonomies,1
domain-specific ontologies,1
high-performing ML inference runtime platforms.,1
high-quality,1
distributed model serving,1
model inferencing architectures,1
CUDA APIs,1
skilled Lead Software Engineer,1
academic paper reading,1
DoD Top Secret clearance,1
argumentation,1
lectures,1
papers production,1
engagement with African partners,1
Deep domain in privacy-preserving ML,1
mechanistic large language models.,1
build safe AI systems,1
ML Infrastructure Engineer,1
language technology.,1
large-scale project,1
comfortability with leading end-to-end projects.,1
architectures in the real world,1
extensive in implementing multiple different types of LLM models,1
defend ML models in terms of privacy,1
practical in techniques to attack,1
Leading end-to-end projects,1
Deep domain in LLM safety and,1
implementing LLM benchmarking,1
data curation techniques,1
Domain in LLM evaluation,1
engineers.,1
Collaborating with researchers,1
Comfortability with leading end-to-end projects,1
Past on integrating LLM APIs in production environments,1
maintaining production-ready ML code for LLMs,1
Extensive in designing,1
evaluation techniques,1
adversarial testing,1
content moderation,1
intel,1
2D,1
Decision Making,1
Trusting Relationships,1
Effective Communication,1
Operational Efficiency,1
Root Cause Analysis,1
Predictive Capabilities,1
Machine Learning Models,1
Causal Analysis,1
Graph Algorithms,1
Deep Learning Techniques,1
Supervised Learning Models,1
Information Systems,1
oral communication .,1
work collaboratively in a multidisciplinary team,1
engineering design,1
quantum physics,1
electronics,1
photonics,1
physical sciences,1
multimodal models.,1
command of AI,1
meta-learning,1
unsupervised,1
Resilience,1
Self-starter Drive Work,1
Core Java,1
PHD electrical engineering,1
domains,1
managing machine learning pipelines,1
for ML workloads,1
other languages,1
underrepresented groups,1
of mentoring women,1
externally funded research program,1
leading initiatives,1
effective collaboration with other faculty,1
PHD computer engineering,1
Flutter,1
software programming,1
Web Development,1
Data Engineer,1
Data Scientist,1
App & Web Development,1
Cybersecurity,1
data visualization tools.,1
REST API’s,1
Kubernates,1
Github,1
Spring boot,1
3D geometry representation learning,1
areas,1
style transfer,1
proficient with ML & DL platforms & libraries,1
adapt to a hybrid,1
back-end systems.,1
problem-solving across front-end,1
write clean code adhering to coding standards,1
Cassandra,1
data schema design,1
Web Development Frameworks,1
Back-End Development with C#,1
Angular Vue,1
front-end technologies like HTML,1
Algorithmic problem solving,1
MS candidate in relevant research area,1
working with A10 sales.,1
managing products learning about customers,1
open mind,1
inquisitive not afraid to ask the hard questions,1
creative problem-solving,1
resourceful,1
log data,1
predictive performance concepts for a fleet of devices using counters,1
LLMs to networking proxy products,1
practical in adapting machine learning,1
AI libraries,1
remote working environment,1
communicate effectively with team members remotely,1
basic computer,1
scale AI,1
software development with in Python,1
broad machine learning,1
programming competence in Python.,1
various deep learning frameworks,1
mathematical foundations of machine learning,1
training machine learning algorithms,1
biomedical informatics,1
PhD program with concentration in computer science,1
Currently enrolled in master’s,1
ML ecosystem tools,1
software engineers to deploy,1
software proficiency,1
architects,1
collaboration with data scientists,1
deployment of applications using generative AI technologies,1
preparing results for broader circulation,1
writing reusable code,1
evaluation of results,1
training of AI,1
Experimental design,1
self-motivation .,1
not explicitly mentioned but implied,1
data augmentation,1
Generative AI architectures,1
product policy,1
integrating ML solutions with cloud platforms like AWS SageMaker,1
Proven in-depth in Generative AI technology,1
LLMs among others,1
SSMs,1
topologies,1
numerical methodsstate-of-the-art algorithms,1
especially in optimization theory,1
mathematical background,1
Proven Pythonsdeep learning frameworks,1
multimodal modeling,1
Advanced Deep Learning with applications in Time series Processing,1
academic in machine learning,1
related technical s,1
applied math,1
PhD in AI,1
Story Telling,1
Influence,1
Executive Presence,1
Data-Driven Business Intelligence,1
Continuous Improvement Mindset,1
Change Management,1
Business Process Understanding,1
Business Acumen,1
Azure Cognitive Services.,1
drive end-to-end Machine Learning projects,1
Build Machine Learning models,1
Perform proof-of-concept,1
Mentor,1
Collaboration with software engineers,1
State-of-the-art algorithm,1
numerical methods,1
optimization theory,1
Mathematical background,1
insights to senior leadership,1
Present findings,1
machine learning engineers to the team,1
ML scientists,1
help recruit AI,1
implement machine learning approaches,1
experiment,1
machine-learning model development,1
automated processes for large-scale data analysis,1
efficient,1
Establish scalable,1
perform statistical analysis,1
Gather data,1
Run A/B experiments,1
Work closely with software engineers,1
deploy models into production,1
optimize,1
GCP Vertex AI,1
MLOps BS practices around model training,1
chunking,1
TensorFlow Apache Spark,1
Proactive attitude,1
take constructive feedback,1
layout,1
Detail-oriented with eye for typography,1
landing page design projects,1
portfolio showcasing web,1
Basic web technologies,1
Web Design related,1
recent graduate in Graphic Design,1
Current student,1
responsible use of AI technology,1
Trustworthy AI for safe,1
BS practices to ensure data integrity,1
cybersecurity principles,1
Mistral,1
Llama3,1
Llama2,1
4,1
Open Ai GPT 3.5,1
working with Large Language Models,1
search,1
context-based retrieval,1
vectorization,1
Willingness to learn,1
Artificial Intelligence related,1
professional AI,1
4,1
Machine Learning frameworks like Python,1
demonstrating AI,1
Sales Engineering roles,1
presales,1
Optimizing training,1
Deploying scalable,1
C# programming,1
BS Engineering AI,1
Dolly etc,1
BART,1
OpenAI GPT3.5,1
ML engineering projects,1
Exposure to LLMs,1
collaboration to partner with business,1
AWS + Databricks,1
ML pipelines in cloud,1
end-to-end production grade AI,1
Unix Scripting,1
Expert in Python,1
Generative AI concepts,1
Probability,1
foundations in Computer Science,1
QA automation,1
GenAI tools & technologies,1
is a team player,1
Matrix-Factorization,1
Cross-Validation,1
able about standard machine learning approaches,1
wrangling large datasets,1
prototyping machine learning models,1
MS in quantitative discipline,1
Model development,1
with people at all levels of organization,1
ML methods in finance,1
Model development with AI,1
trustworthy AI practices.,1
collaborative working environment,1
inclusive working environment,1
managing teams,1
mentoring teams,1
leadership qualities,1
mathematical concepts,1
statistical concepts,1
translating ambiguity into scalable solutions.,1
scaling AI models.,1
BS practices in workflows,1
algorithmic challenges,1
solve real-world problems,1
CUDA.,1
Boosting,1
Decision Trees,1
tokenization algorithms,1
Clustering,1
research & development expertise,1
life sciences,1
maturity,1
relevant programming,1
graph-based learning,1
unsupervised ML,1
developing solutions for AI areas of interest,1
evidence generation,1
medical affairs,1
drug development and,1
domain AI in biomedical research and,1
pharmaceutical development related discipline,1
Advanced AI related discipline,1
presenting ideas to diverse teams,1
researchers,1
working across teams of engineers,1
global standards for fairness evaluation,1
evolving fairness,1
gRPC,1
RESTful API,1
micro-services,1
implement models,1
using Python,1
university program during the time of the internship,1
Actively enrolled in an accredited college,1
deployment of fine-tuned large language models,1
Reinforcement Learning from Human Feedback,1
conveying complex ideas simply.,1
design work,1
guiding engineering,1
prioritization of features,1
large-scale enterprise environments,1
data infrastructure tools.,1
random forests,1
logistic regression,1
linear regression,1
data mining concepts,1
standard ML libraries,1
Jupyter notebooks,1
infrastructure,1
drive solutions independently,1
ownership of problems,1
evolving specifications,1
comfort working with ambiguous requirements,1
solve complex technical challenges at scale,1
system reliability,1
maintaining large-scale distributed systems,1
ML infrastructure.,1
infrastructure-as-code,1
deep monitoring,1
Exceptional project management,1
relationship management with internal,1
external parties,1
synthesize technical,1
large-scale deep learning models,1
Collaborative work style,1
Independent work style,1
Meticulous approach,1
labeling tasks,1
interpret various types of content,1
Critical thinking,1
Reading comprehension,1
certifications in data protection,1
Technical Regulatory Business strategy development,1
DataBricks,1
human data collection,1
SnowFlake,1
datastore,1
Baseten,1
model hosting services,1
MLOps frameworks like MLFlow,1
constant experimentation,1
launching new technical programs.,1
conceiving,1
vendor management,1
labeling specific to large language models,1
health technology understanding,1
deep dive analysis,1
concise,1
statistical data analysis,1
working with Docker containers,1
coding language,1
multi-modal sensing,1
domain adaptation,1
anomaly detection for machine health monitoring,1
few-shot learning for rare sound events,1
explainable audio AI,1
generative audio,1
audio reasoning,1
audio foundation models,1
machine,1
combination of classical signal processing,1
classical signal processing,1
IBM LSF,1
job managers,1
HPC platforms,1
audio analytics venues,1
Publication record in top machine learning,1
collaboration with stakeholders,1
self-direction,1
security threat analysis,1
fraud detection,1
mathematical techniques,1
architecting solutions deployed on public cloud,1
on-premises,1
Technical sales process,1
content types,1
Git workflows,1
Markdown,1
MDX,1
YAML,1
OpenAPI specifications,1
basic AI engineering concepts,1
fast-paced startup environment,1
documentation vendors,1
SDK development,1
AI company,1
accessibility,1
analyze complex scenarios,1
reader-centric documentation,1
Independent work,1
AI.,1
YOLO model,1
CLIP model,1
image recognition,1
natural language processing capabilities,1
deepfake detection,1
training vision models,1
demo,1
operations research with SQL,1
machine learning tools,1
insightful writing,1
querying databases,1
disambiguation,1
Proven in information extraction,1
Feature Engineering,1
Data Pre-processing,1
Optimization,1
Model Training,1
NLP Algorithm Development,1
handling a wide variety of sophisticated tasks in a fast-paced environment.,1
independent work project priorities,1
collaboration with different teams,1
ownership & self-leadership,1
standard AI factory framework,1
Azure Architecture,1
Cloud Infrastructure,1
other Deep Learning models,1
tracking LLM,1
MLOPS for supervising,1
data BS practices establishment.,1
product roadmap influence,1
performance monitoring,1
forecasting,1
goal setting,1
hypothesis development,1
resolution,1
deep learning architecture,1
straining,1
customer segmentation,1
MS Physics,1
backend deployment,1
machine learning prototype development,1
ML platform,1
Databricks AI,1
deployments,1
containerized application tooling,1
deploying ML workloads in AWS,1
deploying Machine Learning models,1
training Machine Learning models,1
statistical data science techniques,1
deploying large language models,1
critique modeling to enhance rating quality.,1
Implementation of rater assist techniques,1
customized training data,1
Scale ecosystem,1
large language models u,1
develop automated rating systems,1
operate in a cross-functional team,1
published research,1
technical research collaboratively,1
ML Ops tools.,1
fault-tolerant systems,1
language model training infrastructure,1
transparency.,1
messaging,1
crisis management,1
business objectives,1
public perception,1
doer attitude,1
aptitude for learning quickly,1
intense curiosity about novel technology,1
interaction with government customers,1
support cross-functional teams,1
winning contracts,1
strategies for marketing to agencies,1
CRADAs,1
OTAs,1
other government contracting regulations,1
DFARS,1
technology transactions,1
SaaS agreements,1
research agreements,1
government contracts,1
active membership in U.S. state bar,1
JD degree,1
interface with all levels of management.,1
Management concepts,1
Accounting,1
communications planning,1
media outreach,1
work in a collaborative environment.,1
relationship-building,1
Negotiating commercial agreements,1
Reviewing agreements,1
Drafting complex contracts,1
Admission to State Bar,1
internationally-recognized law school,1
JD from nationally,1
integration testing.,1
usability testing,1
performance testing,1
rigorous testing of conversational AI models,1
user scenario coverage,1
non-functional test strategies,1
functional,1
test case design,1
chatbot systems expertise,1
Software testing,1
communication abilities.,1
consumer behavior,1
distill complex technology into relatable narratives for mainstream consumers,1
influencing stakeholders at various levels,1
media relations,1
